,userId,movieId,rating,timestamp,userIdnew,movieIdnew
98,3,247,3.5,1298861637,3,220
99,3,267,3.0,1298861761,3,240
100,3,296,4.5,1298862418,3,267
101,3,318,5.0,1298862121,3,285
102,3,355,2.5,1298861589,3,321
103,3,356,5.0,1298862167,3,322
104,3,377,2.5,1298923242,3,342
105,3,527,3.0,1298862528,3,473
106,3,588,3.0,1298922100,3,522
107,3,592,3.0,1298923247,3,525
108,3,593,3.0,1298921840,3,526
109,3,595,2.0,1298923260,3,528
110,3,736,3.5,1298932787,3,618
111,3,778,4.0,1298863157,3,643
112,3,866,3.0,1298861687,3,700
113,3,1197,5.0,1298932770,3,955
114,3,1210,3.0,1298921795,3,967
115,3,1235,4.0,1298861628,3,991
116,3,1271,3.0,1298861605,3,1026
117,3,1378,4.0,1298861658,3,1119
118,3,1580,3.5,1298922089,3,1254
119,3,1721,4.5,1298923236,3,1360
120,3,1884,4.0,1298863143,3,1456
121,3,2028,4.0,1298921862,3,1591
122,3,2318,4.0,1298861753,3,1835
123,3,2513,3.0,1298861789,3,2011
124,3,2694,3.0,1298862710,3,2157
125,3,2702,3.5,1298861796,3,2163
126,3,2716,3.0,1298924017,3,2174
127,3,2762,3.5,1298922057,3,2213
128,3,2841,4.0,1298861733,3,2274
129,3,2858,4.0,1298921825,3,2289
130,3,2959,5.0,1298862874,3,2375
131,3,3243,3.0,1298861968,3,2600
132,3,3510,4.0,1298861633,3,2805
133,3,3949,5.0,1298863174,3,3158
134,3,5349,3.0,1298923266,3,4082
135,3,5669,3.5,1298862672,3,4256
136,3,6377,3.0,1298922080,3,4605
137,3,7153,2.5,1298921787,3,5018
138,3,7361,3.0,1298922065,3,5117
139,3,8622,3.5,1298861650,3,5468
140,3,8636,3.0,1298932766,3,5473
141,3,27369,3.5,1298862555,3,5889
142,3,44191,3.5,1298932740,3,6364
143,3,48783,4.5,1298862361,3,6537
144,3,50068,4.5,1298862467,3,6580
145,3,58559,3.0,1298922071,3,6893
146,3,84236,4.0,1298922130,3,7709
147,4,10,4.0,949810645,4,10
148,4,34,5.0,949919556,4,33
149,4,112,5.0,949810582,4,103
150,4,141,5.0,949919681,4,123
151,4,153,4.0,949811346,4,133
152,4,173,3.0,949811346,4,153
153,4,185,3.0,949920047,4,164
154,4,260,5.0,949779042,4,233
155,4,289,4.0,949778802,4,260
156,4,296,5.0,949895708,4,267
157,4,329,3.0,949810618,4,295
158,4,349,5.0,949810582,4,315
159,4,356,5.0,949919763,4,322
160,4,357,5.0,949919681,4,323
161,4,364,5.0,949949538,4,329
162,4,367,4.0,949895887,4,332
163,4,380,3.0,949810534,4,345
164,4,410,3.0,949919883,4,362
165,4,431,3.0,949895772,4,381
166,4,434,4.0,949810688,4,384
167,4,435,1.0,949920135,4,385
168,4,440,4.0,949919802,4,390
169,4,442,4.0,949920028,4,392
170,4,464,4.0,949811315,4,413
171,4,480,5.0,949810582,4,428
172,4,541,5.0,949779091,4,486
173,4,588,5.0,949949486,4,522
174,4,589,5.0,949919938,4,523
175,4,590,3.0,949810534,4,524
176,4,594,5.0,949949538,4,527
177,4,596,5.0,949949638,4,529
178,4,610,4.0,949982238,4,538
179,4,616,5.0,949949444,4,544
180,4,858,5.0,949779022,4,696
181,4,903,5.0,949919189,4,725
182,4,910,4.0,949919306,4,732
183,4,913,5.0,949919247,4,735
184,4,919,5.0,949949396,4,741
185,4,1011,4.0,949919454,4,816
186,4,1016,4.0,949919322,4,821
187,4,1022,5.0,949949638,4,827
188,4,1028,5.0,949949638,4,833
189,4,1030,5.0,949896377,4,835
190,4,1031,5.0,949896377,4,836
191,4,1032,5.0,949949538,4,837
192,4,1033,5.0,949949638,4,838
193,4,1036,5.0,949896244,4,841
194,4,1073,5.0,949919372,4,867
195,4,1079,5.0,949811523,4,871
196,4,1089,5.0,949895732,4,881
197,4,1097,5.0,949778771,4,889
198,4,1125,5.0,949919399,4,903
199,4,1127,5.0,949896275,4,905
200,4,1136,5.0,949919372,4,913
201,4,1194,5.0,949919419,4,953
202,4,1196,5.0,949779173,4,954
203,4,1197,5.0,949811490,4,955
204,4,1198,5.0,949779173,4,956
205,4,1200,5.0,949896244,4,958
206,4,1206,5.0,949896159,4,963
207,4,1208,5.0,949779173,4,965
208,4,1210,5.0,949778714,4,967
209,4,1213,5.0,949895708,4,970
210,4,1214,5.0,949810261,4,971
211,4,1219,5.0,949779173,4,976
212,4,1220,5.0,949811523,4,977
213,4,1222,5.0,949918693,4,979
214,4,1225,5.0,949779173,4,982
215,4,1230,5.0,949919372,4,986
216,4,1240,5.0,949896244,4,995
217,4,1243,5.0,949919519,4,998
218,4,1257,5.0,949811602,4,1012
219,4,1258,5.0,949918743,4,1013
220,4,1259,4.0,949811559,4,1014
221,4,1265,5.0,949919591,4,1020
222,4,1270,5.0,949811523,4,1025
223,4,1278,5.0,949919372,4,1033
224,4,1282,5.0,949949396,4,1037
225,4,1285,4.0,949811559,4,1040
226,4,1288,5.0,949811490,4,1043
227,4,1291,5.0,949918743,4,1046
228,4,1298,4.0,949918927,4,1052
229,4,1307,4.0,949811602,4,1061
230,4,1332,4.0,949896275,4,1078
231,4,1334,5.0,949982274,4,1080
232,4,1344,5.0,949919247,4,1089
233,4,1356,4.0,949810582,4,1101
234,4,1371,4.0,949810302,4,1112
235,4,1372,3.0,949920004,4,1113
236,4,1374,4.0,949918787,4,1115
237,4,1376,3.0,949918904,4,1117
238,4,1377,3.0,949810688,4,1118
239,4,1380,5.0,949896377,4,1121
240,4,1387,5.0,949810261,4,1126
241,4,1388,4.0,949810302,4,1127
242,4,1396,5.0,949895772,4,1135
243,4,1544,3.0,949811230,4,1235
244,4,1580,5.0,949919978,4,1254
245,4,1663,4.0,949811559,4,1323
246,4,1674,5.0,949896244,4,1332
247,4,1805,1.0,949895864,4,1407
248,4,1858,5.0,949919738,4,1437
249,4,1917,4.0,949810688,4,1481
250,4,1918,2.0,949895956,4,1482
251,4,1953,5.0,949810261,4,1516
252,4,1954,5.0,949810261,4,1517
253,4,1961,5.0,949918743,4,1524
254,4,1967,3.0,949949538,4,1530
255,4,1968,5.0,949811559,4,1531
256,4,1994,5.0,949896309,4,1557
257,4,2000,5.0,949811602,4,1563
258,4,2002,3.0,949895907,4,1565
259,4,2003,2.0,949918970,4,1566
260,4,2005,5.0,949896070,4,1568
261,4,2014,4.0,949919454,4,1577
262,4,2018,5.0,949778771,4,1581
263,4,2020,4.0,949811738,4,1583
264,4,2021,4.0,949896114,4,1584
265,4,2033,4.0,949982239,4,1595
266,4,2034,4.0,949896183,4,1596
267,4,2046,5.0,949810618,4,1608
268,4,2054,3.0,949896114,4,1616
269,4,2064,5.0,949918648,4,1625
270,4,2078,5.0,949949444,4,1639
271,4,2080,5.0,949919306,4,1641
272,4,2081,4.0,949982239,4,1642
273,4,2085,5.0,949949444,4,1646
274,4,2086,5.0,949896114,4,1647
275,4,2087,5.0,949949638,4,1648
276,4,2091,5.0,949896183,4,1652
277,4,2094,4.0,949920028,4,1655
278,4,2096,5.0,949949538,4,1657
279,4,2100,5.0,949896114,4,1661
280,4,2102,5.0,949949396,4,1663
281,4,2105,4.0,949896114,4,1666
282,4,2109,5.0,949919399,4,1670
283,4,2110,3.0,949896309,4,1671
284,4,2114,5.0,949918927,4,1675
285,4,2115,5.0,949918994,4,1676
286,4,2124,4.0,949919763,4,1685
287,4,2140,5.0,949896070,4,1699
288,4,2141,4.0,949982239,4,1700
289,4,2143,4.0,949896114,4,1702
290,4,2144,5.0,949811603,4,1703
291,4,2161,5.0,949896070,4,1717
292,4,2174,5.0,949896070,4,1729
293,4,2193,3.0,949896070,4,1744
294,4,2194,5.0,949918764,4,1745
295,4,2248,4.0,949811559,4,1777
296,4,2263,3.0,949896309,4,1790
297,4,2268,5.0,949895772,4,1795
298,4,2289,5.0,949919556,4,1812
299,4,2348,4.0,949918927,4,1860
300,4,2371,4.0,949811603,4,1882
301,4,2403,4.0,949918994,4,1914
302,4,2406,5.0,949918994,4,1917
303,4,2409,4.0,949810302,4,1920
304,4,2454,5.0,949982274,4,1962
305,4,2467,5.0,949918875,4,1974
306,4,2551,4.0,949896275,4,2045
307,4,2616,1.0,949895993,4,2094
308,4,2628,5.0,949810582,4,2104
309,4,2640,5.0,949810261,4,2115
310,4,2659,3.0,949918671,4,2131
311,4,2683,4.0,949896497,4,2148
312,4,2699,4.0,949896497,4,2160
313,4,2716,5.0,949811523,4,2174
314,4,2723,5.0,949810582,4,2181
315,4,2734,4.0,949778714,4,2192
316,4,2770,1.0,949896521,4,2219
317,4,2788,5.0,949919399,4,2233
318,4,2791,5.0,949811490,4,2236
319,4,2795,4.0,949811603,4,2240
320,4,2797,5.0,949896070,4,2242
321,4,2804,5.0,949811738,4,2249
322,4,2822,3.0,949811230,4,2262
323,4,2867,3.0,949918875,4,2297
324,4,2872,5.0,949896114,4,2302
325,4,2877,5.0,949896377,4,2306
326,4,2902,2.0,949896309,4,2329
327,4,2903,1.0,949896309,4,2330
328,4,2916,4.0,949810534,4,2339
329,4,2918,5.0,949811559,4,2341
330,4,2968,5.0,949896070,4,2381
331,4,2986,3.0,949896015,4,2398
332,4,2987,5.0,949918807,4,2399
333,4,2991,5.0,949810261,4,2403
334,4,3016,3.0,949896543,4,2423
335,4,3034,5.0,949949444,4,2438
336,4,3039,4.0,949811559,4,2443
337,4,3040,5.0,949919419,4,2444
338,4,3060,5.0,949919656,4,2459
339,4,3071,4.0,949918715,4,2469
340,4,3101,4.0,949896275,4,2494
341,4,3104,4.0,949811603,4,2497
342,4,3108,5.0,949919738,4,2501
343,4,3169,4.0,949918904,4,2549
344,4,3208,2.0,949778946,4,2581
345,4,3210,4.0,949811523,4,2582
346,4,3251,5.0,949918970,4,2608
347,4,3255,4.0,949919738,4,2612
348,4,3263,3.0,949919845,4,2620
349,4,3265,5.0,949895732,4,2622
350,4,4006,2.0,949982238,4,3209
351,5,3,4.0,1163374957,5,3
352,5,39,4.0,1163374952,5,38
353,5,104,4.0,1163374639,5,97
354,5,141,4.0,1163374242,5,123
355,5,150,4.0,1163374404,5,130
356,5,231,3.5,1163373762,5,204
357,5,277,4.5,1163373208,5,250
358,5,344,3.5,1163373636,5,310
359,5,356,4.0,1163374152,5,322
360,5,364,4.0,1163373752,5,329
361,5,367,4.0,1163373755,5,332
362,5,377,4.0,1163373610,5,342
363,5,440,4.0,1163374477,5,390
364,5,500,4.5,1163373718,5,448
365,5,586,4.0,1163374392,5,520
366,5,588,3.5,1163373551,5,522
367,5,595,4.0,1163374190,5,528
368,5,597,5.0,1163373711,5,530
369,5,788,3.5,1163374993,5,653
370,5,858,2.5,1163373651,5,696
371,5,903,3.5,1163373135,5,725
372,5,919,4.0,1163374286,5,741
373,5,1022,4.0,1163373316,5,827
374,5,1035,5.0,1163373103,5,840
375,5,1193,3.0,1163374173,5,952
376,5,1221,2.5,1163374239,5,978
377,5,1247,4.0,1163374582,5,1002
378,5,1307,4.0,1163374495,5,1061
379,5,1380,5.0,1163373044,5,1121
380,5,1393,3.5,1163374165,5,1132
381,5,1485,4.5,1163374608,5,1200
382,5,1544,3.5,1163374562,5,1235
383,5,1682,4.0,1163374214,5,1337
384,5,1721,4.0,1163373744,5,1360
385,5,1777,4.0,1163374601,5,1391
386,5,1784,4.5,1163374251,5,1394
387,5,1923,4.5,1163373726,5,1487
388,5,1961,4.0,1163373675,5,1524
389,5,1968,4.0,1163374324,5,1531
390,5,1997,3.5,1163374593,5,1560
391,5,2023,1.5,1163373188,5,1586
392,5,2081,5.0,1163373109,5,1642
393,5,2273,4.0,1163373276,5,1799
394,5,2294,4.0,1163373251,5,1816
395,5,2355,3.5,1163374184,5,1867
396,5,2424,4.0,1163373193,5,1935
397,5,2502,3.5,1163374290,5,2005
398,5,2683,4.0,1163373679,5,2148
399,5,2694,4.5,1163373293,5,2157
400,5,2706,4.0,1163374246,5,2165
401,5,2762,3.5,1163373743,5,2213
402,5,2770,3.5,1163374947,5,2219
403,5,2918,3.5,1163374278,5,2341
404,5,2997,3.5,1163374127,5,2408
405,5,3114,3.5,1163374263,5,2507
406,5,3176,3.5,1163374408,5,2554
407,5,3408,4.0,1163374137,5,2720
408,5,3753,3.5,1163373148,5,3003
409,5,3897,4.5,1163374235,5,3114
410,5,3948,3.5,1163374198,5,3157
411,5,4014,4.0,1163373273,5,3216
412,5,4018,4.0,1163375025,5,3220
413,5,4022,3.5,1163373696,5,3224
414,5,4025,4.5,1163375145,5,3227
415,5,4306,3.5,1163374103,5,3420
416,5,4308,3.5,1163374354,5,3421
417,5,4447,4.5,1163375033,5,3512
418,5,4718,3.5,1163375131,5,3698
419,5,4963,3.0,1163373548,5,3846
420,5,4995,4.5,1163373616,5,3872
421,5,5266,3.5,1163374995,5,4032
422,5,5299,4.5,1163373299,5,4052
423,5,5349,4.5,1163373606,5,4082
424,5,5464,4.0,1163374443,5,4148
425,5,5669,3.5,1163374206,5,4256
426,5,5679,4.5,1163374389,5,4263
427,5,5816,3.0,1163373688,5,4322
428,5,5995,4.0,1163374533,5,4418
429,5,6218,3.5,1163374491,5,4513
430,5,6373,4.0,1163374572,5,4603
431,5,6377,4.0,1163373626,5,4605
432,5,6502,4.0,1163374455,5,4666
433,5,6711,2.5,1163373238,5,4760
434,5,6942,4.0,1163374511,5,4876
435,5,8376,4.0,1163374742,5,5394
436,5,8464,4.0,1163374381,5,5412
437,5,8622,3.5,1163374118,5,5468
438,5,8636,4.5,1163373593,5,5473
439,5,8644,4.0,1163374426,5,5479
440,5,30707,4.5,1163374340,5,5968
441,5,30749,4.5,1163374702,5,5972
442,5,30793,3.5,1163374177,5,5974
443,5,33166,5.0,1163374211,5,6117
444,5,33679,4.0,1163374517,5,6137
445,5,34162,4.5,1163374227,5,6163
446,5,35836,4.0,1163374275,5,6191
447,5,40819,4.5,1163374283,5,6279
448,5,41566,4.0,1163374144,5,6290
449,5,41569,4.0,1163374167,5,6291
450,5,48385,4.5,1163374357,5,6516
451,6,111,4.0,1109258212,6,102
452,6,158,2.0,1108134263,6,138
453,6,173,2.0,1109258228,6,153
454,6,293,5.0,1108134539,6,264
455,6,596,4.0,1108134269,6,529
456,6,903,4.0,1108134299,6,725
457,6,1204,5.0,1108134266,6,962
458,6,1250,4.5,1108134284,6,1005
459,6,1259,4.5,1109258196,6,1014
460,6,1276,4.5,1108134309,6,1031
461,6,1285,4.5,1108134339,6,1040
462,6,1358,2.0,1109258181,6,1103
463,6,1639,2.0,1109258179,6,1304
464,6,1687,2.0,1109258281,6,1341
465,6,1747,2.0,1109258194,6,1375
466,6,1876,0.5,1108134334,6,1450
467,6,1909,3.0,1108134344,6,1474
468,6,2001,3.0,1108134289,6,1564
469,6,2019,4.0,1109258270,6,1582
470,6,2072,4.0,1109258285,6,1633
471,6,2174,4.0,1109258175,6,1729
472,6,2502,3.5,1108134291,6,2005
473,6,2528,3.0,1109258245,6,2026
474,6,2529,4.0,1108134293,6,2027
475,6,2571,1.0,1109258202,6,2063
476,6,2657,2.0,1108134271,6,2130
477,6,2692,4.0,1108134274,6,2155
478,6,2723,3.0,1109258257,6,2181
479,6,2761,4.5,1108134545,6,2212
480,6,2890,3.0,1109258199,6,2319
481,6,3052,1.0,1108134337,6,2454
482,6,3114,4.0,1109258183,6,2507
483,6,3300,3.5,1109258250,6,2646
484,6,3751,1.5,1109258190,6,3001
485,6,4641,1.5,1109258217,6,3645
486,6,4975,1.5,1109258226,6,3857
487,6,5952,5.0,1108134311,6,4392
488,6,7090,3.0,1108134534,6,4983
489,6,7153,5.0,1108134519,6,5018
490,6,7361,4.0,1108134524,6,5117
491,6,8368,3.5,1108134526,6,5388
492,6,8636,4.0,1108134537,6,5473
493,6,8784,3.0,1108134531,6,5524
494,6,8874,4.5,1108134521,6,5570
495,7,1,3.0,851866703,7,1
496,7,10,3.0,851869035,7,10
497,7,21,3.0,851867289,7,21
498,7,31,3.0,851868750,7,31
499,7,34,4.0,851867861,7,33
500,7,40,4.0,851866901,7,39
501,7,104,3.0,851866744,7,97
502,7,110,5.0,851868188,7,101
503,7,112,4.0,851866720,7,103
504,7,141,4.0,851866704,7,123
505,7,151,4.0,851868206,7,131
506,7,198,2.0,851868704,7,175
507,7,207,3.0,851868705,7,184
508,7,260,5.0,851869062,7,233
509,7,272,3.0,851868188,7,245
510,7,316,2.0,851869161,7,283
511,7,318,5.0,851868187,7,285
512,7,329,3.0,851868524,7,295
513,7,333,3.0,851867345,7,299
514,7,345,3.0,851867621,7,311
515,7,355,3.0,851867941,7,321
516,7,356,3.0,851868188,7,322
517,7,357,3.0,851867436,7,323
518,7,364,3.0,851868020,7,329
519,7,367,3.0,851867790,7,332
520,7,377,3.0,851869291,7,342
521,7,380,4.0,851869291,7,345
522,7,480,4.0,851869161,7,428
523,7,500,3.0,851867669,7,448
524,7,534,4.0,851868246,7,479
525,7,539,3.0,851867688,7,484
526,7,541,4.0,851869035,7,486
527,7,551,4.0,851868019,7,495
528,7,588,4.0,851868044,7,522
529,7,589,3.0,851869140,7,523
530,7,590,4.0,851868186,7,524
531,7,592,3.0,851868863,7,525
532,7,594,4.0,851868020,7,527
533,7,595,3.0,851868044,7,528
534,7,610,3.0,851868074,7,538
535,7,671,4.0,851866806,7,576
536,7,708,3.0,851866744,7,600
537,7,720,5.0,851868019,7,608
538,7,724,2.0,851866784,7,611
539,7,736,1.0,851866704,7,618
540,7,737,1.0,851866763,7,619
541,7,745,5.0,851868020,7,623
542,7,780,3.0,851866703,7,645
543,7,786,2.0,851866744,7,651
544,7,924,4.0,851868289,7,746
545,7,1036,3.0,851869102,7,841
546,7,1073,3.0,851866744,7,867
547,7,1079,4.0,851867320,7,871
548,7,1080,4.0,851867289,7,872
549,7,1097,3.0,851868308,7,889
550,7,1125,3.0,851867553,7,903
551,7,1129,3.0,851869103,7,907
552,7,1136,4.0,851867289,7,913
553,7,1148,5.0,851868019,7,917
554,7,1196,5.0,851869034,7,954
555,7,1197,3.0,851867289,7,955
556,7,1198,5.0,851869035,7,956
557,7,1210,5.0,851869034,7,967
558,7,1220,4.0,851867379,7,977
559,7,1223,5.0,851868044,7,980
560,7,1225,5.0,851868246,7,982
561,7,1231,4.0,851868321,7,987
562,7,1240,4.0,851869062,7,995
563,7,1242,5.0,851868289,7,997
564,7,1270,3.0,851867436,7,1025
565,7,1275,4.0,851869080,7,1030
566,7,1278,3.0,851867436,7,1033
567,7,1287,4.0,851868332,7,1042
568,7,1288,4.0,851867401,7,1043
569,7,1291,3.0,851867320,7,1046
570,7,1298,3.0,851868471,7,1052
571,7,1302,4.0,851868471,7,1056
572,7,1307,3.0,851867401,7,1061
573,7,1353,3.0,851866935,7,1098
574,7,1371,3.0,851869160,7,1112
575,7,1372,3.0,851869102,7,1113
576,7,1373,2.0,851869230,7,1114
577,7,1374,4.0,851869035,7,1115
578,7,1375,3.0,851869140,7,1116
579,7,1376,3.0,851869062,7,1117
580,7,1394,3.0,851867688,7,1133
581,7,1405,5.0,851866978,7,1141
582,7,1408,1.0,851869140,7,1144
583,8,32,5.0,1154465405,8,32
584,8,45,2.5,1154389572,8,44
585,8,47,5.0,1154464836,8,46
586,8,50,5.0,1154400173,8,49
587,8,110,4.0,1154473268,8,101
588,8,260,3.5,1154464829,8,233
589,8,282,2.0,1154389420,8,255
590,8,296,4.0,1154465380,8,267
591,8,318,5.0,1154464714,8,285
592,8,356,4.0,1154400390,8,322
593,8,457,4.5,1154400475,8,407
594,8,520,3.5,1154389356,8,467
595,8,524,2.0,1154400357,8,471
596,8,527,5.0,1154400170,8,473
597,8,543,5.0,1154389386,8,488
598,8,589,4.0,1154464853,8,523
599,8,593,4.5,1154464833,8,526
600,8,628,4.0,1154400284,8,551
601,8,805,3.5,1154389432,8,662
602,8,858,5.0,1154400181,8,696
603,8,1196,3.5,1154464841,8,954
604,8,1197,4.0,1154464887,8,955
605,8,1198,4.0,1154464730,8,956
606,8,1210,4.0,1154464769,8,967
607,8,1219,4.0,1154465573,8,976
608,8,1225,4.0,1154465394,8,982
609,8,1258,4.0,1154465555,8,1013
610,8,1259,4.0,1154464811,8,1014
611,8,1265,3.0,1154465230,8,1020
612,8,1270,4.0,1154464747,8,1025
613,8,1291,4.0,1154464720,8,1046
614,8,1302,3.5,1154400465,8,1056
615,8,1358,0.5,1154474527,8,1103
616,8,1387,4.0,1154465285,8,1126
617,8,1393,3.0,1154400324,8,1132
618,8,1500,4.0,1154465235,8,1210
619,8,1552,3.0,1154389408,8,1240
620,8,1617,3.5,1154464990,8,1289
621,8,1625,5.0,1154389385,8,1295
622,8,1674,4.0,1154389491,8,1332
623,8,1704,4.0,1154473252,8,1353
624,8,1754,3.0,1154400308,8,1380
625,8,1777,5.0,1154400458,8,1391
626,8,1876,3.5,1154389528,8,1450
627,8,1961,5.0,1154473322,8,1524
628,8,2028,4.0,1154473259,8,1591
629,8,2100,3.0,1154389460,8,1661
630,8,2139,3.0,1154465222,8,1698
631,8,2194,4.5,1154464735,8,1745
632,8,2302,4.5,1154400414,8,1822
633,8,2324,4.0,1154464850,8,1840
634,8,2329,5.0,1154473217,8,1844
635,8,2353,3.5,1154389340,8,1865
636,8,2423,3.5,1154400351,8,1934
637,8,2502,5.0,1154464889,8,2005
638,8,2571,5.0,1154464738,8,2063
639,8,2716,3.5,1154464944,8,2174
640,8,2762,4.5,1154464717,8,2213
641,8,2770,2.5,1154389541,8,2219
642,8,2791,4.5,1154465558,8,2236
643,8,2797,3.5,1154400340,8,2242
644,8,2804,3.5,1154473419,8,2249
645,8,2841,3.0,1154400360,8,2274
646,8,2858,4.5,1154464950,8,2289
647,8,2918,5.0,1154473364,8,2341
648,8,2959,4.0,1154464901,8,2375
649,8,3147,4.5,1154400266,8,2532
650,8,3578,5.0,1154400441,8,2861
651,8,3916,3.5,1154400198,8,3128
652,8,3948,4.0,1154389482,8,3157
653,8,3996,4.0,1154465526,8,3200
654,8,4011,4.5,1154464873,8,3214
655,8,4019,3.5,1154400245,8,3221
656,8,4034,4.5,1154465279,8,3234
657,8,4226,5.0,1154464905,8,3368
658,8,4262,4.0,1154464915,8,3388
659,8,4448,2.5,1154400334,8,3513
660,8,4886,3.5,1154464808,8,3804
661,8,4896,3.5,1154400398,8,3811
662,8,4963,4.5,1154400383,8,3846
663,8,4973,4.0,1154465373,8,3855
664,8,4993,3.5,1154464819,8,3870
665,8,4995,3.5,1154389449,8,3872
666,8,5064,5.0,1154400236,8,3921
667,8,5378,3.5,1154389552,8,4100
668,8,5445,4.5,1154400449,8,4136
669,8,5464,4.0,1154464756,8,4148
670,8,5630,4.0,1154400407,8,4236
671,8,5650,4.0,1154465399,8,4248
672,8,5669,3.0,1154465385,8,4256
673,8,5952,4.0,1154464762,8,4392
674,8,5989,3.5,1154400444,8,4413
675,8,6377,4.0,1154389474,8,4605
676,8,6378,3.0,1154400191,8,4606
677,8,6870,4.0,1154464895,8,4844
678,8,6874,5.0,1154465296,8,4847
679,8,6879,3.0,1154400253,8,4850
680,8,7143,3.5,1154400294,8,5012
681,8,7153,4.0,1154464753,8,5018
682,8,7361,4.0,1154465367,8,5117
683,8,7438,4.0,1154464994,8,5142
684,8,8533,2.5,1154400471,8,5436
685,8,8784,4.5,1154464868,8,5524
686,8,8873,4.0,1154465499,8,5569
687,8,8874,3.0,1154465548,8,5570
688,8,32587,3.5,1154465243,8,6087
689,8,33166,4.5,1154473310,8,6117
690,8,33493,4.5,1154400263,8,6124
691,8,33794,4.5,1154464726,8,6143
692,8,34162,3.5,1154400423,8,6163
693,8,40583,3.5,1154473088,8,6271
694,8,40819,3.5,1154473264,8,6279
695,8,42007,2.0,1154473042,8,6302
696,8,43556,3.5,1154473022,8,6338
697,8,43871,3.0,1154473014,8,6349
698,8,44004,3.0,1154473017,8,6361
699,9,1,4.0,938629179,9,1
700,9,17,4.0,938628337,9,17
701,9,26,3.0,938628655,9,26
702,9,36,5.0,938629110,9,35
703,9,47,3.0,938628897,9,46
704,9,318,4.0,938628966,9,285
705,9,497,4.0,938628777,9,445
706,9,515,4.0,938628577,9,462
